"","id","t0","L1","L2","L3","A","Y"
"4277",611,6,"1",0.422467640843647,6,1,-3.7125954310129
"4278",612,0,"3",0.461895534601537,10,1,NA
"4279",612,1,"2",-1.40444107183862,10,1,NA
"4280",612,2,"3",-1.38687347028283,10,1,NA
"4281",612,3,"1",-1.39270860604721,10,0,NA
"4282",612,4,"2",0.175555501424863,10,0,NA
"4283",612,5,"1",0.258321423105289,10,0,NA
"4284",612,6,"2",0.636714229696903,10,1,-4.60509149327779
"4285",613,0,"2",0.478377704012314,7,1,NA
"4286",613,1,"3",-1.39529321485386,7,0,NA
"4287",613,2,"3",0.583933827468507,7,1,NA
"4288",613,3,"2",-1.40363409714555,7,1,NA
"4289",613,4,"2",-1.54921084706282,7,1,NA
"4290",613,5,"2",-1.37176400420558,7,1,NA
"4291",613,6,"2",-1.46450723815265,7,1,-4.59163283150285
"4292",614,0,"3",0.673137066868511,8,1,NA
"4293",614,1,"2",-1.36610865009826,8,1,NA
"4294",614,2,"3",-1.49061457487099,8,1,NA
"4295",614,3,"3",-1.70379775677368,8,1,NA
"4296",614,4,"3",-1.5331187500193,8,0,NA
"4297",614,5,"2",0.459121422788305,8,1,NA
"4298",614,6,"1",-1.44991418181214,8,1,-3.63106480346105
"4299",615,0,"1",0.476353779996626,5,0,NA
"4300",615,1,"1",0.488769953001446,5,1,NA
"4301",615,2,"3",-1.51911662625985,5,1,NA
"4302",615,3,"2",-1.57192811142704,5,0,NA
"4303",615,4,"2",0.48785019148092,5,1,NA
"4304",615,5,"3",-1.59676965240646,5,0,NA
"4305",615,6,"2",0.642667996591188,5,1,-4.65926976441678
"4306",616,0,"3",0.474812580504763,10,1,NA
"4307",616,1,"3",-1.50597804837417,10,1,NA
"4308",616,2,"2",-1.42181977837868,10,1,NA
"4309",616,3,"2",-1.55489330789795,10,1,NA
"4310",616,4,"2",-1.49948711082366,10,1,NA
"4311",616,5,"3",-1.41295297213389,10,1,NA
"4312",616,6,"1",-1.68678721395918,10,1,-3.896618398656
"4313",617,0,"1",0.5320030616346,5,1,NA
"4314",617,1,"3",-1.50452775566205,5,1,NA
"4315",617,2,"2",-1.57788763884427,5,1,NA
"4316",617,3,"1",-1.49294410032319,5,1,NA
"4317",617,4,"2",-1.57479360257684,5,1,NA
"4318",617,5,"3",-1.49351043871263,5,1,NA
"4319",617,6,"2",-1.55142816277636,5,0,-2.58603386995112
"4320",618,0,"3",0.571004232368061,7,1,NA
"4321",618,1,"2",-1.46472866917228,7,0,NA
"4322",618,2,"3",0.574012311749696,7,1,NA
"4323",618,3,"2",-1.35553308231672,7,1,NA
"4324",618,4,"3",-1.51808526212657,7,0,NA
"4325",618,5,"3",0.446021065988731,7,0,NA
"4326",618,6,"1",0.445216796352166,7,0,-1.92960626845995
"4327",619,0,"2",0.579926606304934,6,0,NA
"4328",619,1,"3",0.491074168577619,6,1,NA
"4329",619,2,"3",-1.58771923121182,6,1,NA
"4330",619,3,"2",-1.71804151460264,6,1,NA
"4331",619,4,"2",-1.61046340980257,6,1,NA
"4332",619,5,"2",-1.4346383360177,6,1,NA
"4333",619,6,"2",-1.45547408025606,6,1,-4.80157936809899
"4334",620,0,"1",0.447820101416816,8,1,NA
"4335",620,1,"3",-1.51169618364831,8,1,NA
"4336",620,2,"3",-1.54806914760652,8,1,NA
"4337",620,3,"3",-1.54062441477601,8,1,NA
"4338",620,4,"3",-1.6171718533494,8,1,NA
"4339",620,5,"2",-1.2731962249638,8,1,NA
"4340",620,6,"2",-1.55843793832505,8,1,-4.46823137655758
"4341",621,0,"2",0.232960000264596,5,1,NA
"4342",621,1,"2",-1.66901196968077,5,1,NA
"4343",621,2,"2",-1.80616668945144,5,0,NA
"4344",621,3,"3",0.454414603237168,5,1,NA
"4345",621,4,"3",-1.63375149619537,5,1,NA
"4346",621,5,"3",-1.34412837017913,5,1,NA
"4347",621,6,"2",-1.47609243079758,5,1,-4.58110284476103
"4348",622,0,"1",0.44689151822549,6,1,NA
"4349",622,1,"3",-1.5761311303316,6,1,NA
"4350",622,2,"2",-1.64557809346572,6,1,NA
"4351",622,3,"3",-1.61049325535207,6,1,NA
"4352",622,4,"3",-1.42818385980465,6,1,NA
"4353",622,5,"1",-1.55163408975889,6,1,NA
"4354",622,6,"2",-1.62222717763706,6,1,-4.63706544265011
"4355",623,0,"3",0.446183312809583,5,1,NA
"4356",623,1,"2",-1.43136624120381,5,0,NA
"4357",623,2,"1",0.647762865333679,5,1,NA
"4358",623,3,"3",-1.68721041482112,5,0,NA
"4359",623,4,"2",0.56820664510599,5,1,NA
"4360",623,5,"3",-1.48358005352283,5,1,NA
"4361",623,6,"2",-1.61961012552773,5,1,-4.62354291853167
"4362",624,0,"2",0.412442798241754,10,1,NA
"4363",624,1,"1",-1.50728147117354,10,1,NA
"4364",624,2,"2",-1.55522152397113,10,1,NA
"4365",624,3,"2",-1.54688968453461,10,1,NA
"4366",624,4,"2",-1.51335417215892,10,1,NA
"4367",624,5,"3",-1.50580536578634,10,1,NA
"4368",624,6,"3",-1.31371821021255,10,1,-5.34182004165465
"4369",625,0,"1",0.582147890693436,8,0,NA
"4370",625,1,"1",0.363141245910163,8,0,NA
"4371",625,2,"3",0.504395039931399,8,1,NA
"4372",625,3,"3",-1.55820464158079,8,1,NA
"4373",625,4,"2",-1.41721838461158,8,1,NA
"4374",625,5,"2",-1.56611017070279,8,1,NA
"4375",625,6,"2",-1.46640048897455,8,0,-2.51466268580952
"4376",626,0,"3",0.370901146506092,6,0,NA
"4377",626,1,"3",0.432815939140736,6,1,NA
"4378",626,2,"3",-1.5026520914858,6,1,NA
"4379",626,3,"2",-1.50783197130785,6,0,NA
"4380",626,4,"3",0.615023411733113,6,1,NA
"4381",626,5,"3",-1.43429170168856,6,1,NA
"4382",626,6,"2",-1.42638217589893,6,1,-4.73996035235546
"4383",627,0,"3",0.609414400966175,7,1,NA
"4384",627,1,"1",-1.49234107232462,7,1,NA
"4385",627,2,"2",-1.4888513183826,7,1,NA
"4386",627,3,"2",-1.36197117345447,7,1,NA
"4387",627,4,"3",-1.60870816173164,7,1,NA
"4388",627,5,"3",-1.45388324333914,7,1,NA
"4389",627,6,"2",-1.42257006211603,7,1,-4.62748994251986
"4390",628,0,"3",0.471982799177439,8,1,NA
"4391",628,1,"1",-1.43474608964857,8,0,NA
"4392",628,2,"3",0.54067512250864,8,1,NA
"4393",628,3,"1",-1.47699156243028,8,1,NA
"4394",628,4,"2",-1.44380366612929,8,1,NA
"4395",628,5,"2",-1.40317224025119,8,1,NA
"4396",628,6,"2",-1.42420862967192,8,1,-4.742494865593
"4397",629,0,"2",0.521276587033442,10,1,NA
"4398",629,1,"3",-1.33755559314104,10,1,NA
"4399",629,2,"2",-1.44506008459361,10,1,NA
"4400",629,3,"3",-1.58126960589532,10,1,NA
"4401",629,4,"2",-1.35117661396708,10,1,NA
"4402",629,5,"2",-1.42831274280014,10,0,NA
"4403",629,6,"1",0.59691462804292,10,1,-3.79356143274358
"4404",630,0,"2",0.330897973904301,7,0,NA
"4405",630,1,"1",0.449084518264156,7,1,NA
"4406",630,2,"2",-1.49439716124495,7,1,NA
"4407",630,3,"2",-1.5191472754463,7,1,NA
"4408",630,4,"1",-1.63556646752998,7,0,NA
"4409",630,5,"1",0.389354989371129,7,1,NA
"4410",630,6,"1",-1.4038853307366,7,1,-3.83038578754879
"4411",631,0,"2",0.540255578292501,7,1,NA
"4412",631,1,"3",-1.45666342217195,7,1,NA
"4413",631,2,"2",-1.66441425530565,7,1,NA
"4414",631,3,"2",-1.49674108246293,7,1,NA
"4415",631,4,"2",-1.31643837469891,7,1,NA
"4416",631,5,"2",-1.60224296276741,7,1,NA
"4417",631,6,"3",-1.49231991336347,7,0,-3.37837161263931
"4418",632,0,"3",0.540364387977087,8,1,NA
"4419",632,1,"2",-1.55145218067807,8,1,NA
"4420",632,2,"2",-1.60586388867043,8,0,NA
"4421",632,3,"3",0.418734773920819,8,1,NA
"4422",632,4,"3",-1.57354049619876,8,1,NA
"4423",632,5,"2",-1.47615393819667,8,1,NA
"4424",632,6,"3",-1.44980860230522,8,1,-5.50602198245817
"4425",633,0,"3",0.589643174821404,7,0,NA
"4426",633,1,"1",0.492014404114238,7,0,NA
"4427",633,2,"3",0.544185251572088,7,1,NA
"4428",633,3,"2",-1.66107128100262,7,0,NA
"4429",633,4,"1",0.571122788202495,7,0,NA
"4430",633,5,"1",0.750719509020931,7,1,NA
"4431",633,6,"3",-1.68978184436134,7,1,-5.25052390078636
"4432",634,0,"2",0.398943518841301,7,1,NA
"4433",634,1,"2",-1.37404859656419,7,1,NA
"4434",634,2,"3",-1.59178377946933,7,1,NA
"4435",634,3,"3",-1.38995768865109,7,1,NA
"4436",634,4,"3",-1.56585494138622,7,1,NA
"4437",634,5,"2",-1.39536722009537,7,1,NA
"4438",634,6,"2",-1.56818786558235,7,1,-4.66555298596938
"4439",635,0,"2",0.346757462232824,5,1,NA
"4440",635,1,"1",-1.49288652123181,5,1,NA
"4441",635,2,"2",-1.48861886845514,5,1,NA
"4442",635,3,"2",-1.52842857568655,5,1,NA
"4443",635,4,"3",-1.52232834658138,5,1,NA
"4444",635,5,"2",-1.55095377583356,5,1,NA
"4445",635,6,"2",-1.51195055336706,5,1,-4.79609275868423
"4446",636,0,"3",0.554188781980883,8,1,NA
"4447",636,1,"1",-1.42162684402165,8,1,NA
"4448",636,2,"2",-1.57623337088777,8,1,NA
"4449",636,3,"3",-1.54452051153459,8,1,NA
"4450",636,4,"2",-1.5412587892348,8,1,NA
"4451",636,5,"2",-1.57172341035536,8,1,NA
"4452",636,6,"2",-1.4984711692824,8,1,-4.62262134533712
"4453",637,0,"1",0.472495904849938,7,1,NA
"4454",637,1,"2",-1.47790365644008,7,1,NA
"4455",637,2,"2",-1.60781836913701,7,1,NA
"4456",637,3,"2",-1.49528832150305,7,1,NA
"4457",637,4,"2",-1.41075655497032,7,1,NA
"4458",637,5,"3",-1.40417364610865,7,1,NA
"4459",637,6,"3",-1.56410279989723,7,1,-5.15696903570411
"4460",638,0,"2",0.515688907978113,6,1,NA
"4461",638,1,"3",-1.46948255143133,6,1,NA
"4462",638,2,"2",-1.50879607241865,6,0,NA
"4463",638,3,"1",0.579658085600858,6,0,NA
"4464",638,4,"3",0.516517673230547,6,0,NA
"4465",638,5,"3",0.552427367437213,6,1,NA
"4466",638,6,"2",-1.62648619370101,6,1,-4.59359414814703
"4467",639,0,"3",0.545331076736876,8,1,NA
"4468",639,1,"3",-1.29391061712169,8,1,NA
"4469",639,2,"2",-1.39310518579724,8,0,NA
"4470",639,3,"2",0.450418095872229,8,1,NA
"4471",639,4,"3",-1.4775130222265,8,1,NA
"4472",639,5,"2",-1.61867678014308,8,1,NA
"4473",639,6,"2",-1.50906896344623,8,1,-4.61922620977096
"4474",640,0,"3",0.415077948159505,7,1,NA
"4475",640,1,"2",-1.63741363783781,7,1,NA
"4476",640,2,"2",-1.52806280244841,7,1,NA
"4477",640,3,"3",-1.54008940742014,7,1,NA
"4478",640,4,"2",-1.59139636061777,7,1,NA
"4479",640,5,"3",-1.65349198113553,7,1,NA
"4480",640,6,"2",-1.53875133272729,7,1,-4.6695490683032
"4481",641,0,"1",0.505541081618583,9,1,NA
"4482",641,1,"2",-1.59577025291546,9,1,NA
"4483",641,2,"2",-1.37791975642022,9,1,NA
"4484",641,3,"2",-1.38335084589479,9,1,NA
"4485",641,4,"2",-1.69829256728854,9,1,NA
"4486",641,5,"2",-1.28266132275199,9,1,NA
"4487",641,6,"2",-1.40083631747058,9,1,-4.93495526842006
"4488",642,0,"3",0.434108121680603,5,1,NA
"4489",642,1,"3",-1.69947972930667,5,1,NA
"4490",642,2,"2",-1.40410737708281,5,1,NA
"4491",642,3,"2",-1.52329482733569,5,1,NA
"4492",642,4,"3",-1.55686577850665,5,1,NA
"4493",642,5,"3",-1.62996689825993,5,0,NA
"4494",642,6,"2",0.607989477408188,5,1,-4.49703262947931
"4495",643,0,"2",0.503503928958333,7,1,NA
"4496",643,1,"3",-1.56006724364772,7,1,NA
"4497",643,2,"2",-1.43378291887204,7,1,NA
"4498",643,3,"1",-1.20906051482467,7,1,NA
"4499",643,4,"2",-1.42163988259389,7,0,NA
"4500",643,5,"3",0.482994199467747,7,1,NA
"4501",643,6,"1",-1.44014721176993,7,1,-3.73611049078956
"4502",644,0,"1",0.480434346234296,7,1,NA
"4503",644,1,"3",-1.4738568223321,7,0,NA
"4504",644,2,"3",0.662250960154295,7,1,NA
"4505",644,3,"1",-1.27563098886092,7,1,NA
"4506",644,4,"2",-1.7441433366721,7,1,NA
"4507",644,5,"3",-1.44235631633138,7,1,NA
"4508",644,6,"2",-1.47386545814316,7,0,-2.65229215318256
"4509",645,0,"2",0.503685956413312,5,0,NA
"4510",645,1,"1",0.441344956514784,5,1,NA
"4511",645,2,"1",-1.45838316085737,5,0,NA
"4512",645,3,"3",0.570914256982976,5,1,NA
"4513",645,4,"3",-1.36752696868373,5,0,NA
"4514",645,5,"1",0.435377351139967,5,1,NA
"4515",645,6,"3",-1.50808556735224,5,1,-5.32137042036416
"4516",646,0,"1",0.304065578709237,5,0,NA
"4517",646,1,"3",0.539683030659653,5,0,NA
"4518",646,2,"3",0.694938051381095,5,1,NA
"4519",646,3,"3",-1.57143406502186,5,1,NA
"4520",646,4,"2",-1.30999353060182,5,1,NA
"4521",646,5,"3",-1.56583715070589,5,1,NA
"4522",646,6,"3",-1.53738639074636,5,1,-5.35246763624889
"4523",647,0,"2",0.530405286279789,9,1,NA
"4524",647,1,"3",-1.53760318933859,9,0,NA
"4525",647,2,"3",0.504626670589994,9,1,NA
"4526",647,3,"3",-1.51504057612634,9,1,NA
"4527",647,4,"2",-1.42382796541935,9,0,NA
"4528",647,5,"1",0.388859810342109,9,1,NA
"4529",647,6,"2",-1.56599772049842,9,1,-4.7063374677458
"4530",648,0,"2",0.657267824568333,6,1,NA
"4531",648,1,"2",-1.40417802592713,6,0,NA
"4532",648,2,"2",0.492128606859005,6,1,NA
"4533",648,3,"3",-1.54069843636045,6,1,NA
"4534",648,4,"3",-1.29655455203479,6,1,NA
"4535",648,5,"3",-1.49197644734129,6,0,NA
"4536",648,6,"3",0.444213284704025,6,1,-5.40646852649936
"4537",649,0,"1",0.426727036638423,5,1,NA
"4538",649,1,"1",-1.26302381106253,5,1,NA
"4539",649,2,"3",-1.40970847643025,5,1,NA
"4540",649,3,"1",-1.50660152051915,5,0,NA
"4541",649,4,"3",0.657068566365893,5,1,NA
"4542",649,5,"3",-1.50639832545013,5,1,NA
"4543",649,6,"2",-1.54327872089414,5,1,-4.32419313649133
"4544",650,0,"1",0.60185577454177,8,1,NA
"4545",650,1,"3",-1.48037747819026,8,1,NA
"4546",650,2,"3",-1.55852831052292,8,0,NA
"4547",650,3,"3",0.610527802521944,8,1,NA
"4548",650,4,"2",-1.40400840087604,8,1,NA
"4549",650,5,"2",-1.46502946486029,8,1,NA
"4550",650,6,"2",-1.46369614916027,8,0,-2.74561294126327
"4551",651,0,"3",0.634042966115729,5,1,NA
"4552",651,1,"3",-1.57036395384839,5,1,NA
"4553",651,2,"2",-1.57623872299954,5,1,NA
"4554",651,3,"1",-1.46803058035537,5,0,NA
"4555",651,4,"2",0.323428908341523,5,1,NA
"4556",651,5,"3",-1.51856936769214,5,0,NA
"4557",651,6,"1",0.64237538673764,5,0,-1.74141918156683
"4558",652,0,"1",0.602315049058801,6,0,NA
"4559",652,1,"2",0.41728602650879,6,1,NA
"4560",652,2,"1",-1.50764984444361,6,1,NA
"4561",652,3,"1",-1.62856177056928,6,1,NA
"4562",652,4,"3",-1.4438096972336,6,1,NA
"4563",652,5,"3",-1.3731773082047,6,1,NA
"4564",652,6,"2",-1.47582634151814,6,1,-4.59996047751108
"4565",653,0,"2",0.519291117292273,8,0,NA
"4566",653,1,"3",0.573128698371206,8,1,NA
"4567",653,2,"2",-1.42905876604675,8,1,NA
"4568",653,3,"3",-1.53470251533811,8,1,NA
"4569",653,4,"3",-1.53283875418834,8,1,NA
"4570",653,5,"1",-1.49167044382175,8,1,NA
"4571",653,6,"3",-1.40489714310885,8,1,-5.30276423129048
"4572",654,0,"2",0.377367220539047,8,0,NA
"4573",654,1,"1",0.381895414956418,8,1,NA
"4574",654,2,"1",-1.47720186698109,8,1,NA
"4575",654,3,"2",-1.4127362747228,8,1,NA
"4576",654,4,"1",-1.5488636196562,8,0,NA
"4577",654,5,"2",0.464787927089188,8,1,NA
"4578",654,6,"1",-1.44193569395332,8,1,-3.75209805381418
"4579",655,0,"3",0.385395910401462,7,1,NA
"4580",655,1,"2",-1.62440268006564,7,1,NA
"4581",655,2,"2",-1.28687240638363,7,1,NA
"4582",655,3,"3",-1.59847552146956,7,1,NA
"4583",655,4,"1",-1.31439551055593,7,0,NA
"4584",655,5,"3",0.5077919087969,7,1,NA
"4585",655,6,"3",-1.29225061801884,7,1,-5.32797478817496
"4586",656,0,"1",0.641419591725471,6,1,NA
"4587",656,1,"3",-1.43792501031799,6,1,NA
"4588",656,2,"1",-1.40439538154291,6,0,NA
"4589",656,3,"3",0.622838632298318,6,1,NA
"4590",656,4,"3",-1.46186845722746,6,1,NA
"4591",656,5,"2",-1.68729006164831,6,1,NA
"4592",656,6,"3",-1.44509092478471,6,1,-5.42648926140055
"4593",657,0,"3",0.517954340867082,8,1,NA
"4594",657,1,"3",-1.41025719280401,8,1,NA
"4595",657,2,"3",-1.36339356411566,8,1,NA
"4596",657,3,"1",-1.54313662226006,8,1,NA
"4597",657,4,"1",-1.34191457992823,8,1,NA
"4598",657,5,"2",-1.53858105934191,8,1,NA
"4599",657,6,"1",-1.52618379240417,8,1,-3.82202409608281
"4600",658,0,"1",0.425281557475382,5,0,NA
"4601",658,1,"1",0.49553590383506,5,0,NA
"4602",658,2,"1",0.603798935228302,5,0,NA
"4603",658,3,"1",0.682710020020328,5,0,NA
"4604",658,4,"1",0.507322084463281,5,1,NA
"4605",658,5,"2",-1.28978990033769,5,0,NA
"4606",658,6,"2",0.542452853512717,5,1,-4.47981973478986
"4607",659,0,"2",0.494759461571708,6,1,NA
"4608",659,1,"1",-1.50192404479928,6,0,NA
"4609",659,2,"2",0.48954785939005,6,1,NA
"4610",659,3,"3",-1.48586769914284,6,1,NA
"4611",659,4,"1",-1.57569086204883,6,1,NA
"4612",659,5,"2",-1.45874744885523,6,1,NA
"4613",659,6,"1",-1.50256540085324,6,1,-3.7948501574039
"4614",660,0,"3",0.691482868416301,6,1,NA
"4615",660,1,"3",-1.68191733093718,6,1,NA
"4616",660,2,"2",-1.59048648369892,6,1,NA
"4617",660,3,"3",-1.47194070633539,6,1,NA
"4618",660,4,"2",-1.57218202488362,6,0,NA
"4619",660,5,"1",0.461165657628205,6,1,NA
"4620",660,6,"3",-1.34459555619431,6,1,-5.34407561075256
"4621",661,0,"1",0.545295267605334,7,1,NA
"4622",661,1,"3",-1.54864646256876,7,1,NA
"4623",661,2,"3",-1.40443590586359,7,1,NA
"4624",661,3,"3",-1.57501419572573,7,1,NA
"4625",661,4,"2",-1.36618198004113,7,1,NA
"4626",661,5,"2",-1.54193963186582,7,1,NA
"4627",661,6,"2",-1.48778926492638,7,1,-4.63801190098181
"4628",662,0,"3",0.427516062679722,5,1,NA
"4629",662,1,"3",-1.38879122221839,5,1,NA
"4630",662,2,"3",-1.47278229259619,5,1,NA
"4631",662,3,"1",-1.40418286034484,5,1,NA
"4632",662,4,"1",-1.48020371770662,5,1,NA
"4633",662,5,"2",-1.59111561304627,5,1,NA
"4634",662,6,"3",-1.5087088272581,5,1,-5.42560505807502
"4635",663,0,"2",0.507653543376418,6,1,NA
"4636",663,1,"2",-1.39550810647055,6,1,NA
"4637",663,2,"2",-1.41734972957733,6,1,NA
"4638",663,3,"3",-1.5911529031387,6,1,NA
"4639",663,4,"2",-1.5283622387024,6,1,NA
"4640",663,5,"2",-1.44516471116433,6,1,NA
"4641",663,6,"2",-1.51696182565423,6,1,-4.54987261509024
"4642",664,0,"2",0.659537256919669,6,1,NA
"4643",664,1,"2",-1.35312198398305,6,1,NA
"4644",664,2,"3",-1.62003134054122,6,1,NA
"4645",664,3,"1",-1.43766765074093,6,1,NA
"4646",664,4,"3",-1.33863610898714,6,1,NA
"4647",664,5,"2",-1.4598661984773,6,1,NA
"4648",664,6,"3",-1.50838760784566,6,0,-3.36631381453446
"4649",665,0,"1",0.636725586946695,9,1,NA
"4650",665,1,"3",-1.48014918414584,9,1,NA
"4651",665,2,"3",-1.67947087992187,9,1,NA
"4652",665,3,"2",-1.59145194590397,9,1,NA
"4653",665,4,"2",-1.38177145029061,9,1,NA
"4654",665,5,"3",-1.22509806850238,9,1,NA
"4655",665,6,"2",-1.62602550226278,9,1,-4.75267075979545
"4656",666,0,"3",0.63185398911172,8,1,NA
"4657",666,1,"3",-1.45618099953031,8,1,NA
"4658",666,2,"2",-1.45728080403827,8,1,NA
"4659",666,3,"2",-1.58727222883382,8,1,NA
"4660",666,4,"3",-1.50015837583348,8,1,NA
"4661",666,5,"2",-1.41603396369785,8,0,NA
"4662",666,6,"2",0.458369537048234,8,1,-4.62621327430471
"4663",667,0,"2",0.398902284162109,5,0,NA
"4664",667,1,"1",0.310315719816345,5,0,NA
"4665",667,2,"2",0.441103281789252,5,0,NA
"4666",667,3,"2",0.458024562507717,5,1,NA
"4667",667,4,"3",-1.51440581666124,5,1,NA
"4668",667,5,"2",-1.47235815452814,5,1,NA
"4669",667,6,"2",-1.39466497919831,5,0,-2.60867363994234
"4670",668,0,"2",0.503020905068521,10,1,NA
"4671",668,1,"2",-1.46360917172529,10,1,NA
"4672",668,2,"2",-1.40820947640808,10,0,NA
"4673",668,3,"3",0.570972867541548,10,1,NA
"4674",668,4,"1",-1.43406730527618,10,1,NA
"4675",668,5,"2",-1.50493177706476,10,1,NA
"4676",668,6,"2",-1.45919214970086,10,1,-4.57989610083981
"4677",669,0,"1",0.506248220106247,10,0,NA
"4678",669,1,"2",0.601591430595556,10,1,NA
"4679",669,2,"1",-1.6435603152124,10,1,NA
"4680",669,3,"3",-1.39795397874412,10,1,NA
"4681",669,4,"1",-1.46362725752612,10,1,NA
"4682",669,5,"3",-1.50656358689909,10,1,NA
"4683",669,6,"3",-1.29328322023426,10,1,-5.3378656826623
"4684",670,0,"3",0.590893003724848,10,0,NA
"4685",670,1,"3",0.630679355733094,10,1,NA
"4686",670,2,"3",-1.39922972159226,10,1,NA
"4687",670,3,"2",-1.62227226055345,10,1,NA
"4688",670,4,"2",-1.5655964337226,10,0,NA
"4689",670,5,"3",0.571088936273992,10,1,NA
"4690",670,6,"3",-1.6455724685507,10,0,-3.23184832864577
"4691",671,0,"2",0.517376874597897,5,0,NA
"4692",671,1,"2",0.44875099642928,5,1,NA
"4693",671,2,"2",-1.51750517025654,5,0,NA
"4694",671,3,"2",0.612734747021467,5,1,NA
"4695",671,4,"2",-1.53360408245778,5,1,NA
"4696",671,5,"2",-1.41414514090933,5,1,NA
"4697",671,6,"2",-1.50861008724745,5,0,-2.56434681317364
"4698",672,0,"2",0.365325427360087,7,1,NA
"4699",672,1,"3",-1.55148841406993,7,1,NA
"4700",672,2,"3",-1.60504760141005,7,1,NA
"4701",672,3,"2",-1.55384466205602,7,1,NA
"4702",672,4,"3",-1.52316682196834,7,1,NA
"4703",672,5,"2",-1.68998983133223,7,1,NA
"4704",672,6,"3",-1.41347540935912,7,1,-5.23980732419576
"4705",673,0,"3",0.607503181976698,8,1,NA
"4706",673,1,"2",-1.39829648553378,8,1,NA
"4707",673,2,"3",-1.66446317723745,8,1,NA
"4708",673,3,"2",-1.41980838147789,8,1,NA
"4709",673,4,"3",-1.39243061247848,8,1,NA
"4710",673,5,"1",-1.32406768077242,8,1,NA
"4711",673,6,"2",-1.54704798008672,8,1,-4.58712562251645
"4712",674,0,"1",0.536659696921228,7,0,NA
"4713",674,1,"2",0.70889709992243,7,0,NA
"4714",674,2,"3",0.609406855599399,7,0,NA
"4715",674,3,"3",0.377522353772791,7,0,NA
"4716",674,4,"3",0.409637804963814,7,1,NA
"4717",674,5,"3",-1.67031459379656,7,1,NA
"4718",674,6,"2",-1.67798052472554,7,0,-2.63854778646647
"4719",675,0,"3",0.536499662102962,5,1,NA
"4720",675,1,"2",-1.53765712679017,5,1,NA
"4721",675,2,"3",-1.46653484469152,5,1,NA
"4722",675,3,"2",-1.53195142907921,5,1,NA
"4723",675,4,"2",-1.43884560060515,5,0,NA
"4724",675,5,"3",0.447616495739137,5,1,NA
"4725",675,6,"3",-1.50506735603859,5,1,-5.36880328398409
"4726",676,0,"1",0.569971657567665,7,1,NA
"4727",676,1,"2",-1.48668260318252,7,1,NA
"4728",676,2,"2",-1.40290538532813,7,1,NA
"4729",676,3,"2",-1.56500470835581,7,1,NA
"4730",676,4,"2",-1.40038889292441,7,1,NA
"4731",676,5,"2",-1.44510976196575,7,0,NA
"4732",676,6,"1",0.552795860943909,7,0,-1.69613224752607
"4733",677,0,"1",0.43187205934512,7,1,NA
"4734",677,1,"2",-1.6784157799365,7,0,NA
"4735",677,2,"2",0.719179957669643,7,1,NA
"4736",677,3,"2",-1.43892048806249,7,1,NA
"4737",677,4,"3",-1.50405214460588,7,1,NA
"4738",677,5,"1",-1.47996168444567,7,0,NA
"4739",677,6,"3",0.471513745512235,7,0,-3.30736324456386
"4740",678,0,"2",0.381474372747587,9,1,NA
"4741",678,1,"3",-1.69701602489934,9,1,NA
"4742",678,2,"2",-1.56270928709514,9,1,NA
"4743",678,3,"2",-1.42868246247894,9,1,NA
"4744",678,4,"2",-1.45001934181449,9,1,NA
"4745",678,5,"3",-1.56796449796256,9,1,NA
"4746",678,6,"2",-1.48087126232383,9,0,-2.48064587143053
"4747",679,0,"1",0.466271172029079,6,1,NA
"4748",679,1,"2",-1.50149162398762,6,1,NA
"4749",679,2,"3",-1.44730684758442,6,1,NA
"4750",679,3,"2",-1.53685092885797,6,1,NA
"4751",679,4,"2",-1.38109750046863,6,1,NA
"4752",679,5,"2",-1.53079088691062,6,0,NA
"4753",679,6,"3",0.592630027572243,6,1,-5.24606752767013
"4754",680,0,"3",0.419761229877044,8,1,NA
"4755",680,1,"3",-1.36339736962018,8,1,NA
"4756",680,2,"3",-1.57789721436024,8,1,NA
"4757",680,3,"2",-1.63522700256061,8,1,NA
"4758",680,4,"2",-1.58901081363452,8,1,NA
"4759",680,5,"2",-1.51057951016663,8,1,NA
"4760",680,6,"2",-1.41968553823035,8,1,-4.52247985409187
"4761",681,0,"3",0.521781933692187,5,1,NA
"4762",681,1,"3",-1.59803350318107,5,1,NA
"4763",681,2,"2",-1.58852774329692,5,1,NA
"4764",681,3,"2",-1.58335856430476,5,0,NA
"4765",681,4,"2",0.476874619092693,5,1,NA
"4766",681,5,"2",-1.56391209083984,5,1,NA
"4767",681,6,"3",-1.30244905830981,5,1,-5.27117122612574
"4768",682,0,"2",0.510848609103013,9,1,NA
"4769",682,1,"1",-1.4291234555445,9,1,NA
"4770",682,2,"2",-1.65076860717102,9,1,NA
"4771",682,3,"2",-1.50720475205407,9,1,NA
"4772",682,4,"3",-1.61590152223253,9,1,NA
"4773",682,5,"2",-1.43222483270395,9,1,NA
"4774",682,6,"2",-1.51904159472444,9,1,-4.62523361598397
"4775",683,0,"3",0.648155310099894,9,1,NA
"4776",683,1,"3",-1.67833936209186,9,1,NA
"4777",683,2,"3",-1.56193905278067,9,1,NA
"4778",683,3,"2",-1.4229372015857,9,1,NA
"4779",683,4,"2",-1.45171184665457,9,1,NA
"4780",683,5,"3",-1.70007973910541,9,1,NA
"4781",683,6,"1",-1.41661785919801,9,1,-3.87487130206037
"4782",684,0,"2",0.467924589952815,5,1,NA
"4783",684,1,"2",-1.3641830335887,5,1,NA
